days,hour,season,holiday,weather,temp,atemp,humidity,windspeed,real
215,5,3,0,1,28.7,33.335,84,15.0013,25
126,4,2,0,1,16.4,20.455,82,7.0015,13
8,4,1,0,1,3.28,4.545,53,12.998,5
64,3,1,0,1,7.38,8.335,51,19.0012,9
161,4,2,0,1,27.88,31.82,79,6.0032,25
196,4,3,0,1,27.88,31.82,79,7.0015,23
277,2,4,0,1,22.14,25.76,73,6.0032,25
4,2,1,0,1,6.56,9.85,74,6.0032,13
291,5,4,0,3,20.5,24.24,100,7.0015,11
282,5,4,1,1,18.86,22.725,94,0,38
197,1,3,0,1,30.34,34.85,70,0,44
66,2,1,0,1,9.84,12.12,52,8.9981,11
16,0,1,1,2,8.2,9.85,47,15.0013,42
77,1,1,0,1,18.86,22.725,88,7.0015,32
69,0,1,0,2,13.94,17.425,100,6.0032,25
3,0,1,0,1,6.56,9.09,55,7.0015,21
137,2,2,0,3,21.32,25,94,15.0013,21
213,4,3,0,1,27.06,30.305,83,0,21
13,0,1,0,1,4.92,6.82,50,12.998,28
10,4,1,0,1,8.2,10.605,80,8.9981,9
18,3,1,0,1,4.92,7.575,54,7.0015,11
213,2,3,0,1,27.88,31.82,69,0,23
66,14,1,0,2,15.58,19.695,20,0,128
339,4,4,0,3,18.86,22.725,88,15.0013,17
189,3,3,0,1,26.24,28.79,89,8.9981,42
67,2,1,0,3,19.68,23.485,77,27.9993,25
343,3,4,0,2,15.58,19.695,94,7.0015,15
157,2,2,0,1,21.32,25,77,6.0032,26
74,0,1,0,3,12.3,14.395,93,16.9979,25
64,16,1,0,3,14.76,16.665,100,19.0012,69
5,1,1,0,1,6.56,11.365,64,0,17
100,2,2,0,1,18.86,22.725,94,19.0012,23
72,1,1,0,1,10.66,14.395,65,6.0032,15
15,3,1,0,1,9.02,13.635,69,0,25
49,7,1,0,1,15.58,19.695,17,35.0008,48
0,5,1,0,1,11.48,14.395,81,7.0015,11
37,5,1,0,1,8.2,12.88,86,0,15
255,3,3,0,1,23.78,27.275,83,0,17
4,3,1,0,1,8.2,12.88,61,0,13
65,4,1,0,1,11.48,12.88,61,22.0028,9
190,1,3,0,1,28.7,33.335,74,8.9981,32
186,1,3,0,1,28.7,33.335,74,8.9981,32
137,3,2,0,3,21.32,25,94,19.9995,21
280,0,4,1,1,15.58,19.695,76,19.0012,76
2,0,1,0,1,8.2,9.85,51,16.9979,28
102,3,2,0,3,16.4,20.455,94,22.0028,13
70,3,1,0,1,9.84,11.365,65,16.9979,15
39,3,1,0,1,2.46,3.79,45,8.9981,9
48,1,1,0,1,18.04,21.97,72,15.0013,23
275,4,4,0,1,13.94,17.425,87,7.0015,17
129,3,2,0,1,18.86,22.725,88,15.0013,15
100,0,2,0,1,19.68,23.485,88,22.0028,42
66,1,1,0,1,9.84,12.12,52,8.9981,17
12,3,1,0,1,14.76,16.665,87,16.9979,17
18,4,1,0,1,4.92,7.575,54,7.0015,7
255,4,3,0,1,22.96,26.515,88,0,19
289,2,4,0,1,15.58,19.695,76,0,28
123,2,2,0,1,23.78,27.275,83,8.9981,26
1,9,1,1,1,9.84,12.88,35,0,105
249,3,3,0,1,25.42,28.79,83,6.0032,23
316,2,4,0,3,14.76,15.91,87,30.0026,23
67,2,1,0,1,10.66,13.635,52,8.9981,13
198,1,3,0,1,31.16,36.365,66,7.0015,34
67,1,1,0,1,10.66,13.635,52,8.9981,17
64,7,1,0,3,17.22,21.21,100,30.0026,34
253,2,3,0,1,19.68,23.485,77,11.0014,21
227,1,3,0,1,26.24,30.305,73,0,38
64,15,1,0,3,18.04,21.97,100,15.0013,67
137,1,2,0,2,22.14,25.76,88,16.9979,28
16,1,1,0,2,11.48,12.88,65,23.9994,15
157,4,2,0,1,23.78,27.275,83,8.9981,15
3,11,1,0,2,3.28,6.06,42,6.0032,75
291,4,4,0,2,22.96,26.515,83,0,17
226,1,3,0,2,24.6,27.275,88,8.9981,28
151,1,2,0,1,28.7,33.335,84,16.9979,34
68,8,1,0,3,15.58,19.695,0,19.0012,73
255,3,3,0,1,21.32,25,83,0,23
189,4,3,0,1,26.24,28.79,83,15.0013,17
14,5,1,0,1,6.56,11.365,59,0,5
305,3,4,0,1,12.3,15.15,70,11.0014,13
341,2,4,0,1,11.48,13.635,65,15.0013,15
250,3,3,0,3,25.42,27.275,94,0,15
338,3,4,0,1,19.68,23.485,67,8.9981,19
63,4,1,0,1,8.2,11.365,55,6.0032,7
334,5,4,0,1,9.84,12.88,87,6.0032,19
17,0,1,0,2,18.86,22.725,77,22.0028,34
5,11,1,0,1,9.02,12.88,44,6.0032,88
12,4,1,0,3,13.12,14.395,70,32.9975,9
63,2,1,0,1,9.84,12.12,48,8.9981,15
131,1,2,0,1,18.86,22.725,88,15.0013,32
157,3,2,0,1,20.5,24.24,77,7.0015,17
63,1,1,0,1,9.84,12.12,48,8.9981,19
135,2,2,0,1,22.96,26.515,94,12.998,34
107,4,2,0,1,16.4,20.455,87,11.0014,15
351,1,4,0,1,8.2,11.365,69,7.0015,59
33,3,1,0,1,7.38,8.335,43,16.9979,9
340,5,4,0,3,18.86,22.725,100,11.0014,11
46,4,1,0,1,8.2,9.85,51,12.998,7
16,4,1,1,2,7.38,9.85,43,8.9981,19
122,0,2,0,2,22.96,26.515,83,15.0013,34
16,1,1,1,2,8.2,9.85,44,12.998,38
36,1,1,0,1,9.02,12.88,75,6.0032,21
60,4,1,0,1,13.12,17.425,61,0,9
314,4,4,0,1,13.12,16.665,81,7.0015,19
12,2,1,0,1,16.4,20.455,76,23.9994,26
41,0,1,0,1,4.1,6.82,49,7.0015,28
5,2,1,0,1,9.02,11.365,69,11.0014,17
60,4,1,0,1,8.2,10.605,75,8.9981,7
8,2,1,0,1,4.1,3.03,46,31.0009,19
188,4,3,0,1,28.7,33.335,79,16.9979,21
128,4,2,0,1,17.22,21.21,82,11.0014,13
338,2,4,0,1,18.86,22.725,67,11.0014,23
4,1,1,0,1,8.2,11.365,51,6.0032,19
3,4,1,0,1,5.74,9.09,63,6.0032,7
255,2,3,0,1,22.14,25.76,77,0,25
282,0,4,0,2,18.86,22.725,88,6.0032,51
71,2,1,0,3,21.32,25,72,19.9995,15
9,4,1,0,1,4.1,6.06,54,8.9981,7
289,4,4,0,1,14.76,18.18,81,6.0032,13
38,4,1,0,1,9.84,12.88,70,6.0032,7
341,0,4,0,2,10.66,11.365,87,19.9995,38
122,2,2,0,2,22.96,26.515,78,16.9979,19
4,1,1,0,1,6.56,9.85,74,6.0032,21
156,4,2,0,1,18.86,22.725,82,7.0015,19
47,1,1,0,1,13.94,15.91,53,15.0013,19
226,4,3,0,1,24.6,28.03,83,8.9981,15
37,2,1,0,1,12.3,16.665,61,0,17
10,0,1,0,1,10.66,15.15,81,0,46
214,3,3,0,1,27.88,31.82,79,15.0013,19
199,3,3,0,1,29.52,34.09,70,11.0014,17
72,2,1,0,1,10.66,14.395,65,6.0032,13
45,2,1,0,1,12.3,16.665,61,0,17
65,5,1,0,1,8.2,9.09,75,23.9994,5
290,4,4,0,1,18.04,21.97,88,15.0013,15
222,4,3,0,1,25.42,28.79,83,7.0015,21
197,3,3,0,1,29.52,34.09,66,0,17
39,1,1,0,1,4.1,5.305,36,15.0013,19
339,1,4,0,2,18.86,22.725,88,19.9995,32
230,4,3,0,1,26.24,28.79,83,0,19
283,4,4,0,2,21.32,25,88,8.9981,15
190,2,3,0,1,28.7,33.335,74,8.9981,30
288,3,4,0,1,17.22,21.21,67,7.0015,13
18,0,1,0,1,5.74,6.82,50,12.998,30
228,2,3,0,1,27.06,31.06,69,0,21
136,4,2,0,3,22.14,25.76,94,16.9979,15
309,4,4,0,1,9.02,12.88,69,6.0032,13
4,23,1,0,1,8.2,12.88,47,0,75
12,4,1,0,1,5.74,6.06,50,16.9979,9
215,3,3,0,3,27.06,29.545,94,6.0032,17
281,1,4,0,3,14.76,17.425,87,15.0013,28
197,0,3,0,1,29.52,35.605,84,7.0015,73
181,2,3,0,1,25.42,30.305,69,0,28
72,3,1,0,1,10.66,13.635,65,8.9981,13
77,0,1,0,1,19.68,23.485,82,7.0015,42
73,3,1,0,1,20.5,24.24,63,0,19
75,1,1,0,1,14.76,17.425,71,15.0013,26
68,19,1,0,3,18.04,21.97,0,39.0007,113
9,11,1,0,1,17.22,21.21,38,19.9995,130
0,2,1,0,1,9.02,13.635,80,0,44
74,4,1,0,2,16.4,20.455,87,16.9979,11
351,2,4,0,2,18.04,21.97,88,15.0013,21
220,1,3,0,1,28.7,33.335,79,8.9981,46
8,0,1,0,1,9.84,11.365,60,15.0013,30
163,4,2,0,1,24.6,28.03,83,8.9981,21
162,4,2,0,1,25.42,28.03,88,11.0014,25
45,4,1,0,1,9.02,9.09,37,35.0008,5
8,1,1,0,1,4.1,3.03,42,31.0009,23
281,2,4,0,3,14.76,16.665,87,16.9979,21
8,1,1,0,1,9.84,12.12,60,8.9981,19
290,4,4,0,2,18.04,21.97,94,7.0015,13
276,4,4,0,2,26.24,28.79,89,0,21
76,3,1,0,1,14.76,17.425,71,12.998,15
345,3,4,0,1,10.66,13.635,60,8.9981,19
67,0,1,0,1,10.66,14.395,65,6.0032,25
183,5,3,0,3,25.42,28.79,83,12.998,9
4,0,1,0,1,8.2,12.88,64,0,23
339,3,4,0,2,18.86,22.725,87,12.998,15
274,2,4,0,2,22.14,25.76,77,7.0015,17
77,2,1,0,1,18.86,22.725,88,11.0014,23
45,4,1,0,1,11.48,14.395,70,7.0015,9
256,0,3,0,1,25.42,29.545,78,6.0032,51
315,3,4,0,1,9.84,12.12,70,8.9981,26
60,2,1,0,1,13.94,15.91,53,19.0012,17
156,2,2,0,1,20.5,24.24,68,0,25
3,12,1,0,1,9.02,11.365,51,11.0014,101
198,3,3,0,1,30.34,34.85,66,8.9981,17
46,1,1,0,1,8.2,11.365,44,6.0032,23
199,4,3,0,1,29.52,34.09,70,8.9981,15
42,5,1,0,1,4.92,8.335,74,6.0032,5
64,3,1,0,2,17.22,21.21,82,19.9995,21
75,3,1,0,1,13.94,16.665,66,11.0014,11
340,22,4,0,3,9.84,9.85,93,30.0026,69
4,2,1,0,1,8.2,11.365,51,6.0032,15
13,4,1,0,1,5.74,7.575,50,8.9981,7
44,0,1,0,1,15.58,19.695,37,23.9994,26
220,0,3,0,1,29.52,34.85,79,8.9981,55
273,2,4,0,1,18.86,22.725,72,0,26
168,5,2,0,1,25.42,28.79,83,0,15
123,4,2,0,1,22.96,26.515,88,12.998,15
313,3,4,0,1,12.3,16.665,81,0,30
248,4,3,0,2,22.14,25.76,94,19.9995,13
103,3,2,0,1,13.94,16.665,81,8.9981,13
93,1,2,0,1,16.4,20.455,56,23.9994,25
72,0,1,0,1,10.66,13.635,65,7.0015,26
218,6,3,0,1,28.7,33.335,89,11.0014,42
33,3,1,0,1,11.48,12.88,56,19.9995,13
198,4,3,0,1,29.52,34.09,70,8.9981,17
309,1,4,0,1,9.84,12.12,60,11.0014,21
2,4,1,0,1,6.56,7.575,55,16.9979,9
128,1,2,0,2,24.6,28.79,78,16.9979,30
281,2,4,0,1,18.86,22.725,88,0,69
305,2,4,0,1,13.12,15.91,66,11.0014,23
284,0,4,0,2,22.96,26.515,83,8.9981,44
219,0,3,0,1,28.7,33.335,84,0,76
10,0,1,0,1,5.74,8.335,59,7.0015,26
67,3,1,0,1,9.84,12.88,70,6.0032,13
59,13,1,0,1,13.12,17.425,39,0,132
48,5,1,0,1,9.84,12.88,70,6.0032,5
63,0,1,0,1,9.84,11.365,44,12.998,32
161,2,2,0,1,27.06,31.06,74,7.0015,32
252,5,3,0,1,23.78,27.275,94,8.9981,17
48,2,1,0,1,18.04,21.97,72,19.0012,21
61,1,1,0,1,9.84,9.85,30,31.0009,13
277,1,4,0,1,19.68,23.485,77,11.0014,26
340,0,4,0,1,9.84,12.88,70,7.0015,63
71,3,1,0,3,21.32,25,72,19.9995,13
38,5,1,0,1,10.66,11.365,81,22.0028,7
8,5,1,0,1,3.28,4.545,53,12.998,3
66,0,1,0,1,10.66,14.395,48,6.0032,26
33,4,1,0,1,10.66,12.88,60,15.0013,9
5,3,1,0,1,9.02,12.12,69,7.0015,13
198,3,3,0,1,27.06,30.305,78,12.998,19
244,4,3,0,1,27.06,29.545,89,0,32
198,2,3,0,1,30.34,34.85,66,8.9981,23
124,3,2,0,1,23.78,27.275,83,0,44
192,4,3,0,1,26.24,30.305,73,7.0015,15
198,4,3,0,1,26.24,29.545,78,11.0014,15
102,4,2,0,3,16.4,20.455,94,22.0028,11
314,5,4,0,1,12.3,15.15,87,8.9981,17
60,3,1,0,1,13.12,15.91,57,12.998,13
344,1,4,0,1,17.22,21.21,71,30.0026,23
18,0,1,0,2,9.02,13.635,93,0,21
350,4,4,0,1,9.84,12.12,65,11.0014,15
189,2,3,0,3,28.7,33.335,89,12.998,21
16,7,1,1,2,6.56,9.09,50,8.9981,48
228,0,3,0,1,27.06,31.06,69,6.0032,44
315,5,4,0,1,9.02,12.88,75,6.0032,9
32,0,1,0,3,9.02,12.12,93,7.0015,19
59,3,1,0,1,18.86,22.725,94,15.0013,15
187,4,3,0,1,30.34,35.605,74,11.0014,26
276,0,4,0,2,16.4,20.455,87,6.0032,46
32,1,1,0,3,9.02,11.365,93,12.998,19
320,1,4,0,2,17.22,21.21,82,11.0014,21
8,2,1,0,1,9.84,12.12,56,8.9981,17
226,0,3,0,3,24.6,27.275,88,6.0032,44
38,1,1,0,1,11.48,13.635,61,11.0014,25
61,15,1,0,1,9.84,14.395,23,0,123
161,4,2,0,1,26.24,29.545,78,8.9981,17
309,0,4,0,1,9.84,12.88,60,7.0015,34
274,1,4,0,2,22.14,25.76,77,7.0015,28
122,1,2,0,2,22.96,26.515,78,16.9979,30
243,1,3,0,1,24.6,29.545,73,6.0032,38
220,4,3,0,1,28.7,33.335,74,0,19
279,0,4,0,1,18.04,21.97,88,0,84
222,3,3,0,3,25.42,28.79,83,11.0014,34
199,4,3,0,1,29.52,34.09,70,7.0015,19
276,4,4,0,1,16.4,20.455,82,6.0032,15
214,2,3,0,1,27.88,31.82,79,15.0013,28
288,2,4,0,1,18.04,21.97,67,8.9981,17
75,0,1,0,1,15.58,19.695,66,16.9979,40
183,1,3,0,1,29.52,33.335,58,0,32
45,1,1,0,1,13.94,18.18,53,0,19
226,3,3,0,1,27.06,31.06,74,7.0015,25
244,4,3,0,1,24.6,28.03,83,6.0032,15
165,3,2,0,1,22.96,26.515,83,11.0014,17
10,23,1,0,3,13.94,15.91,87,15.0013,67
193,1,3,0,1,31.16,34.85,55,0,30
8,3,1,0,1,4.1,3.79,46,27.9993,11
260,4,3,0,2,25.42,27.275,94,23.9994,17
11,11,1,0,1,8.2,9.09,51,26.0027,63
0,11,1,0,1,14.76,16.665,81,19.0012,88
212,1,3,0,1,29.52,34.85,74,12.998,34
158,0,2,0,1,27.06,29.545,89,8.9981,61
39,11,1,0,2,5.74,7.575,43,11.0014,71
344,3,4,0,1,6.56,9.09,59,8.9981,26
127,4,2,0,1,17.22,21.21,82,0,19
61,0,1,0,1,9.84,9.85,30,31.0009,28
76,1,1,0,1,16.4,20.455,62,16.9979,30
156,1,2,0,1,21.32,25,68,0,44
257,2,3,0,1,25.42,29.545,73,7.0015,21
0,6,1,0,1,9.02,13.635,80,0,28
75,4,1,0,1,13.94,16.665,71,12.998,11
134,2,2,0,2,22.96,26.515,88,8.9981,19
12,1,1,0,2,15.58,19.695,76,19.9995,26
66,3,1,0,1,9.84,12.88,52,6.0032,15
33,2,1,0,1,12.3,14.395,52,15.0013,17
166,1,2,0,1,23.78,27.275,60,0,34
216,4,3,0,1,26.24,29.545,78,8.9981,17
72,2,1,0,1,20.5,24.24,68,12.998,15
314,6,4,1,1,11.48,12.88,45,22.0028,78
157,1,2,0,1,25.42,30.305,69,8.9981,21
73,2,1,0,1,12.3,15.15,62,6.0032,15
132,1,2,0,1,21.32,25,83,11.0014,36
64,4,1,0,1,7.38,8.335,51,19.9995,7
226,3,3,0,1,24.6,28.03,83,12.998,19
344,4,4,0,1,6.56,8.335,59,11.0014,11
8,3,1,0,1,9.84,12.12,52,11.0014,11
2,4,1,0,1,6.56,6.82,47,26.0027,5
337,6,4,0,1,9.84,14.395,93,0,30
158,13,2,0,1,36.9,42.425,42,0,194
1,4,1,1,1,11.48,12.88,45,22.0028,19
347,0,4,0,1,9.02,12.88,64,6.0032,61
337,5,4,0,1,10.66,15.15,81,0,9
5,4,1,0,1,9.02,11.365,69,8.9981,9
46,0,1,0,1,9.02,12.88,41,6.0032,30
8,0,1,0,1,4.1,3.79,42,26.0027,38
345,2,4,0,1,11.48,13.635,56,11.0014,21
254,3,3,0,1,20.5,24.24,77,6.0032,19
40,3,1,0,1,10.66,14.395,56,6.0032,15
199,2,3,0,1,29.52,34.09,70,12.998,23
68,7,1,0,3,15.58,19.695,0,15.0013,65
94,2,2,0,2,22.14,25.76,73,22.0028,19
32,3,1,0,3,9.02,11.365,93,8.9981,11
64,18,1,0,3,13.12,14.395,100,23.9994,80
103,2,2,0,1,14.76,17.425,76,8.9981,17
9,5,1,0,1,4.1,5.305,54,16.9979,5
321,5,4,0,1,11.48,14.395,81,8.9981,17
307,1,4,0,2,16.4,20.455,82,0,32
73,4,1,0,1,18.04,21.97,77,7.0015,23
70,1,1,0,1,9.84,11.365,65,12.998,30
66,12,1,0,2,14.76,18.94,23,0,125
70,2,1,0,1,9.84,11.365,65,12.998,25
3,2,1,0,1,0.82,0.76,34,19.0012,11
11,2,1,0,3,14.76,17.425,93,16.9979,15
40,4,1,0,1,10.66,14.395,56,6.0032,9
246,4,3,0,1,26.24,28.79,83,11.0014,15
47,0,1,0,1,13.94,16.665,53,12.998,32
244,5,3,0,1,27.06,29.545,89,0,21
64,6,1,0,2,17.22,21.21,94,23.9994,28
59,5,1,0,1,8.2,9.09,64,19.0012,5
3,4,1,0,1,0.82,2.275,41,12.998,7
16,9,1,1,2,6.56,7.575,47,15.0013,82
123,4,2,0,3,15.58,19.695,94,22.0028,11
11,0,1,0,3,13.94,16.665,93,12.998,21
199,1,3,0,1,30.34,34.85,66,6.0032,42
69,2,1,0,3,13.94,17.425,100,7.0015,19
305,4,4,0,1,12.3,15.91,70,7.0015,15
259,3,3,0,1,20.5,24.24,77,6.0032,19
90,0,2,0,3,10.66,12.88,100,11.0014,25
39,2,1,0,1,3.28,3.79,38,19.0012,13
307,3,4,0,1,11.48,14.395,61,7.0015,21
137,0,2,0,2,22.14,25.76,88,15.0013,42
16,10,1,1,2,6.56,7.575,50,16.9979,94
316,3,4,0,3,14.76,16.665,87,23.9994,15
277,3,4,0,1,22.14,25.76,73,0,28
346,5,4,0,1,7.38,12.12,86,0,25
273,4,4,0,1,17.22,21.21,82,7.0015,19
69,1,1,0,3,13.94,17.425,100,7.0015,25
65,23,1,0,1,11.48,15.91,48,0,78
16,8,1,1,2,6.56,7.575,47,15.0013,67
61,11,1,0,1,8.2,11.365,29,6.0032,80
337,3,4,0,2,16.4,20.455,87,8.9981,15
124,5,2,0,1,22.96,26.515,88,6.0032,30
59,15,1,0,1,13.94,18.18,34,0,121
282,1,4,1,1,19.68,23.485,88,0,59
255,4,3,0,1,21.32,25,83,0,17
155,0,2,0,1,22.14,25.76,68,27.9993,51
13,5,1,0,1,5.74,7.575,50,8.9981,7
105,17,2,0,3,20.5,24.24,88,39.0007,73
8,4,1,0,1,9.02,12.12,64,7.0015,11
38,2,1,0,2,10.66,13.635,93,7.0015,15
74,2,1,0,2,17.22,21.21,82,12.998,17
274,4,4,0,2,22.96,26.515,83,6.0032,21
133,1,2,0,2,24.6,30.305,60,19.0012,26
93,0,2,0,1,16.4,20.455,50,15.0013,23
193,2,3,0,1,31.16,34.85,55,0,21
66,4,1,0,1,18.04,21.97,72,19.0012,11
94,11,2,0,3,13.12,14.395,81,30.0026,51
277,4,4,0,1,22.14,25.76,77,0,21
304,4,4,0,1,13.94,15.91,81,15.0013,15
259,2,3,0,1,21.32,25,72,0,26
75,5,1,0,1,13.12,16.665,76,7.0015,19
36,5,1,0,1,10.66,12.88,60,15.0013,5
181,5,3,0,1,27.88,31.82,79,7.0015,19
222,5,3,0,1,25.42,28.03,88,7.0015,19
70,5,1,0,1,9.02,11.365,69,12.998,5
133,3,2,0,2,23.78,27.275,68,22.0028,13
304,2,4,0,1,13.12,16.665,66,8.9981,32
6,5,1,0,1,10.66,13.635,75,7.0015,13
340,16,4,0,3,17.22,21.21,94,12.998,90
32,2,1,0,3,9.02,11.365,93,8.9981,17
336,5,4,0,1,9.84,12.88,70,6.0032,11
315,0,4,1,1,17.22,21.21,71,7.0015,75
122,5,2,0,1,21.32,25,88,8.9981,21
280,2,4,0,1,18.86,22.725,82,0,57
9,1,1,0,2,9.02,12.12,93,7.0015,21
339,12,4,0,3,18.86,22.725,100,15.0013,84
5,0,1,0,1,7.38,12.12,55,0,26
226,2,3,0,1,27.88,31.82,65,0,23
317,4,4,0,1,9.02,11.365,69,12.998,13
68,18,1,0,3,18.04,21.97,0,23.9994,138
39,0,1,0,1,4.1,3.79,36,23.9994,30
0,6,1,0,1,10.66,13.635,93,8.9981,28
36,1,1,0,1,10.66,11.365,65,27.9993,55
281,3,4,0,3,14.76,16.665,87,19.0012,13
37,0,1,0,1,9.84,14.395,65,0,32
44,1,1,0,1,15.58,19.695,37,23.9994,21
247,3,3,0,1,28.7,33.335,79,19.0012,17
94,1,2,0,3,25.42,31.06,57,27.9993,30
15,4,1,0,1,10.66,12.88,56,11.0014,7
18,2,1,0,3,9.02,11.365,93,8.9981,15
69,3,1,0,2,13.12,16.665,93,6.0032,13
73,1,1,0,1,12.3,15.15,62,6.0032,25
90,1,2,0,3,10.66,12.88,100,11.0014,19
137,5,2,0,1,21.32,25,100,15.0013,17
66,11,1,0,2,14.76,17.425,25,11.0014,109
129,0,2,0,1,19.68,23.485,63,0,36
183,3,3,0,1,28.7,32.575,65,8.9981,15
224,2,3,0,1,26.24,30.305,69,7.0015,25
320,4,4,0,1,9.84,11.365,70,12.998,13
70,1,1,0,1,15.58,19.695,50,8.9981,25
41,5,1,0,1,3.28,6.06,63,6.0032,7
255,1,3,0,1,22.14,25.76,77,6.0032,44
189,3,3,0,3,28.7,33.335,89,12.998,19
16,12,1,1,2,7.38,9.85,47,8.9981,113
284,4,4,0,1,14.76,18.18,76,7.0015,17
216,2,3,0,1,27.06,31.06,69,0,34
158,5,2,0,1,25.42,28.03,88,0,28
33,1,1,0,1,12.3,13.635,56,22.0028,34
192,3,3,0,1,26.24,30.305,69,7.0015,23
352,0,4,0,1,12.3,15.91,61,0,57
38,0,1,0,1,12.3,14.395,56,15.0013,38
190,3,3,0,1,27.06,31.06,74,6.0032,38
46,5,1,0,1,8.2,9.85,47,12.998,7
228,1,3,0,1,26.24,30.305,73,11.0014,30
70,4,1,0,1,13.94,16.665,61,12.998,9
69,5,1,0,1,9.84,12.12,60,11.0014,11
163,3,2,0,1,25.42,28.79,83,12.998,21
47,3,1,0,2,11.48,14.395,93,7.0015,11
199,2,3,0,1,29.52,34.09,70,11.0014,28
221,4,3,0,3,28.7,33.335,84,19.0012,17
162,4,2,0,3,24.6,27.275,88,11.0014,15
36,2,1,0,1,10.66,11.365,60,22.0028,30
351,5,4,0,1,8.2,11.365,59,7.0015,9
93,2,2,0,1,15.58,19.695,66,16.9979,15
214,4,3,0,1,27.06,30.305,83,16.9979,23
61,4,1,0,2,14.76,17.425,93,12.998,11
74,1,1,0,2,17.22,21.21,82,22.0028,40
94,3,2,0,2,22.14,25.76,73,22.0028,15
105,11,2,0,3,17.22,21.21,94,30.0026,65
13,5,1,0,1,4.1,6.82,54,6.0032,11
244,3,3,0,2,24.6,28.03,83,11.0014,21
123,1,2,0,3,20.5,24.24,82,19.0012,23
44,2,1,0,1,14.76,16.665,40,19.9995,13
16,0,1,0,2,10.66,11.365,70,22.0028,28
344,0,4,0,3,18.86,22.725,77,31.0009,48
215,0,3,0,2,27.88,31.82,89,6.0032,38
190,4,3,0,1,27.06,31.06,69,6.0032,15
17,5,1,0,1,13.94,14.395,46,35.0008,30
38,1,1,0,2,11.48,15.91,87,0,21
71,4,1,0,2,18.86,22.725,82,12.998,11
10,12,1,0,2,8.2,11.365,51,7.0015,82
344,5,4,0,1,7.38,10.605,59,7.0015,9
1,1,1,1,1,14.76,16.665,43,27.9993,34
244,3,3,0,1,27.06,29.545,89,6.0032,53
224,1,3,0,1,27.06,31.06,65,6.0032,30
11,1,1,0,3,14.76,17.425,93,12.998,19
105,10,2,0,3,17.22,21.21,94,26.0027,53
11,3,1,0,3,14.76,17.425,93,16.9979,15
98,4,2,0,3,12.3,13.635,100,16.9979,11
183,2,3,0,1,29.52,33.335,58,0,25
123,2,2,0,3,20.5,24.24,82,19.0012,19
126,2,2,0,1,20.5,24.24,77,12.998,21
37,1,1,0,1,11.48,14.395,61,8.9981,28
17,13,1,0,2,8.2,9.85,86,15.0013,78
4,4,1,0,1,9.84,11.365,48,15.0013,7
64,22,1,0,2,9.02,9.85,100,26.0027,67
281,5,4,0,1,18.04,21.97,88,0,23
16,11,1,1,2,6.56,7.575,55,12.998,101
243,4,3,0,1,22.96,26.515,83,6.0032,17
36,21,1,0,1,10.66,15.15,60,0,84
243,2,3,0,1,23.78,27.275,78,6.0032,40
37,0,1,0,1,12.3,14.395,70,12.998,40
158,15,2,0,1,37.72,43.94,40,11.0014,186
91,2,2,0,3,18.04,21.97,94,8.9981,19
1,5,1,1,1,11.48,12.88,45,22.0028,17
307,4,4,0,1,10.66,13.635,65,8.9981,15
0,9,1,0,1,13.12,17.425,76,0,44
345,4,4,0,1,10.66,15.15,60,0,11
250,4,3,0,2,27.06,29.545,94,15.0013,23
3,5,1,0,1,4.92,7.575,68,7.0015,7
66,1,1,0,1,18.86,22.725,63,22.0028,36
254,2,3,0,1,21.32,25,72,6.0032,25
70,3,1,0,1,14.76,17.425,50,8.9981,11
213,1,3,0,1,27.88,31.82,79,7.0015,59
38,0,1,0,2,11.48,15.91,87,0,28
60,5,1,0,1,9.02,10.605,69,15.0013,9
0,1,1,0,1,9.02,13.635,80,0,53
63,3,1,0,2,12.3,14.395,87,12.998,13
90,3,2,0,2,9.84,11.365,93,16.9979,13
213,4,3,0,1,27.06,31.06,74,7.0015,21
125,4,2,0,1,14.76,18.18,71,7.0015,9
285,5,4,0,2,22.14,25.76,100,7.0015,25
122,4,2,0,1,21.32,25,88,15.0013,13
344,3,4,0,3,14.76,16.665,76,19.0012,13
95,1,2,0,1,10.66,13.635,60,8.9981,15
219,5,3,0,1,28.7,33.335,79,6.0032,23
284,2,4,0,1,16.4,20.455,66,6.0032,28
64,17,1,0,3,13.94,15.15,100,19.9995,82
12,5,1,0,1,5.74,6.06,50,19.9995,5
165,3,2,0,1,20.5,24.24,68,16.9979,13
95,2,2,0,1,9.84,12.12,70,8.9981,17
128,3,2,0,3,22.96,26.515,88,11.0014,15
93,3,2,0,1,15.58,19.695,66,19.0012,11
129,2,2,0,2,19.68,23.485,88,7.0015,17
129,4,2,0,1,18.86,22.725,77,12.998,11
274,1,4,0,3,13.94,15.91,87,16.9979,38
42,0,1,0,3,4.1,3.79,68,26.0027,34
215,1,3,0,2,27.06,29.545,94,6.0032,36
130,2,2,0,1,21.32,25,59,0,25
159,2,2,0,2,29.52,35.605,84,11.0014,23
99,2,2,0,1,14.76,17.425,71,8.9981,15
187,3,3,0,1,30.34,35.605,74,8.9981,44
220,3,3,0,1,29.52,34.09,62,0,17
36,0,1,0,1,9.84,12.12,65,8.9981,36
156,0,2,0,1,25.42,29.545,78,8.9981,48
221,2,3,0,1,28.7,33.335,74,11.0014,34
76,0,1,0,1,17.22,21.21,58,19.0012,46
70,2,1,0,1,15.58,19.695,54,7.0015,21
